phase,time_s,displacement_m,displacement_mm,force_n,position_mm_raw,force_n_raw,velocity_m_s,cycle_energy_j
5.700000000000000622e-01,2.850000000000001421e-01,1.693615435879101613e-02,1.693615435879101483e+01,1.750604921699768965e+03,-1.827334503117079123e+01,-1.750604921699768965e+03,-1.224779642881763664e-01,1.373591837186384979e+01
5.720000000000000639e-01,2.860000000000001430e-01,1.681116672378710902e-02,1.681116672378711030e+01,1.724299326347243550e+03,-1.814835739616688670e+01,-1.724299326347243550e+03,-1.272454730195065054e-01,1.351875833804653482e+01
5.740000000000000657e-01,2.870000000000001439e-01,1.668166341275200207e-02,1.668166341275200182e+01,1.697716634827545477e+03,-1.801885408513177822e+01,-1.697716634827545477e+03,-1.315623618239989412e-01,1.329717713561819181e+01
5.760000000000000675e-01,2.880000000000001448e-01,1.654804200013911333e-02,1.654804200013911242e+01,1.671111081317454136e+03,-1.788523267251888882e+01,-1.671111081317454136e+03,-1.355278192412630034e-01,1.307210336809895068e+01
5.779999999999999583e-01,2.890000000000000902e-01,1.641060777426947906e-02,1.641060777426947936e+01,1.644626089373250124e+03,-1.774779844664925577e+01,-1.644626089373250124e+03,-1.392133433258102571e-01,1.284425547233036013e+01
5.799999999999999600e-01,2.900000000000000910e-01,1.626961531348750101e-02,1.626961531348750256e+01,1.618098011445857082e+03,-1.760680598586727541e+01,-1.618098011445857082e+03,-1.426519771524841218e-01,1.261424572048209924e+01
5.819999999999999618e-01,2.910000000000000919e-01,1.612530381996451004e-02,1.612530381996451112e+01,1.591639324783441680e+03,-1.746249449234428752e+01,-1.591639324783441680e+03,-1.458619221892565321e-01,1.238264472852979736e+01
5.839999999999999636e-01,2.920000000000000928e-01,1.597789146910898878e-02,1.597789146910898950e+01,1.565374722052798916e+03,-1.731508214148876235e+01,-1.565374722052798916e+03,-1.488827541740613825e-01,1.214995329377515887e+01
5.859999999999999654e-01,2.930000000000000937e-01,1.582753831161638758e-02,1.582753831161638836e+01,1.539469917056762142e+03,-1.716472898399616298e+01,-1.539469917056762142e+03,-1.517765445563101778e-01,1.191654168865984254e+01
5.879999999999999671e-01,2.940000000000000946e-01,1.567433837999636717e-02,1.567433837999636737e+01,1.513642512260741114e+03,-1.701152905237614021e+01,-1.513642512260741114e+03,-1.545724444079690230e-01,1.168267337827289332e+01
5.899999999999999689e-01,2.950000000000000955e-01,1.551839342280044928e-02,1.551839342280044853e+01,1.487778734332433487e+03,-1.685558409518022316e+01,-1.487778734332433487e+03,-1.572283577400179766e-01,1.144864512882645968e+01
5.919999999999999707e-01,2.960000000000000964e-01,1.535988166451633143e-02,1.535988166451633141e+01,1.461936174989167284e+03,-1.669707233689610604e+01,-1.461936174989167284e+03,-1.596634046186142797e-01,1.121486288960174171e+01
5.939999999999999725e-01,2.970000000000000973e-01,1.519906661356321999e-02,1.519906661356321997e+01,1.436331944560356078e+03,-1.653625728594299460e+01,-1.436331944560356078e+03,-1.618270587469217148e-01,1.098182033540909330e+01
5.959999999999999742e-01,2.980000000000000981e-01,1.503622754702248730e-02,1.503622754702248798e+01,1.411171312000260514e+03,-1.637341821940226083e+01,-1.411171312000260514e+03,-1.637552026545474604e-01,1.074997796180582199e+01
5.979999999999999760e-01,2.990000000000000990e-01,1.487155620825412507e-02,1.487155620825412505e+01,1.386534870545898684e+03,-1.620874688063389968e+01,-1.386534870545898684e+03,-1.655545215918801105e-01,1.051962696002374642e+01
5.999999999999999778e-01,3.000000000000000999e-01,1.470511850383872735e-02,1.470511850383872776e+01,1.362308813813495362e+03,-1.604230917621850239e+01,-1.362308813813495362e+03,-1.673235716934469153e-01,1.029087135703629130e+01
6.019999999999999796e-01,3.010000000000001008e-01,1.453690906486723028e-02,1.453690906486722945e+01,1.338319901726100625e+03,-1.587409973724700407e+01,-1.338319901726100625e+03,-1.691246858769011041e-01,1.006373575059717851e+01
6.039999999999999813e-01,3.020000000000001017e-01,1.436686913208492372e-02,1.436686913208492378e+01,1.314690729820064234e+03,-1.570405980446469840e+01,-1.314690729820064234e+03,-1.709919594746782678e-01,9.838176886096846374e+00
6.059999999999999831e-01,3.030000000000001026e-01,1.419492514591787387e-02,1.419492514591787469e+01,1.291305652166463005e+03,-1.553211581829764754e+01,-1.291305652166463005e+03,-1.729191239312974915e-01,9.614134191245266692e+00
6.079999999999999849e-01,3.040000000000001035e-01,1.402103088422232934e-02,1.402103088422232879e+01,1.268070030721958346e+03,-1.535822155660210342e+01,-1.268070030721958346e+03,-1.748687759557023824e-01,9.391603824449738624e+00
6.099999999999999867e-01,3.050000000000001044e-01,1.384518759400646740e-02,1.384518759400646815e+01,1.245065736372660012e+03,-1.518237826638624099e+01,-1.245065736372660012e+03,-1.768217936412614932e-01,9.170644793591424815e+00
6.119999999999999885e-01,3.060000000000001052e-01,1.366738729693980567e-02,1.366738729693980581e+01,1.222336819912890405e+03,-1.500457796931958043e+01,-1.222336819912890405e+03,-1.788038951996986370e-01,8.951292335937660383e+00
6.139999999999999902e-01,3.070000000000001061e-01,1.348757980360707105e-02,1.348757980360707087e+01,1.199949435583964714e+03,-1.482477047598684550e+01,-1.199949435583964714e+03,-1.808433017887791650e-01,8.733519721375021305e+00
6.159999999999999920e-01,3.080000000000001070e-01,1.330570069336224626e-02,1.330570069336224570e+01,1.177804659645892571e+03,-1.464289136574202033e+01,-1.177804659645892571e+03,-1.829534991571168945e-01,8.517287814453023742e+00
6.179999999999999938e-01,3.090000000000001079e-01,1.312167280529283678e-02,1.312167280529283708e+01,1.155951897264331592e+03,-1.445886347767261171e+01,-1.155951897264331592e+03,-1.851609646264424924e-01,8.302549658037559510e+00
6.199999999999999956e-01,3.100000000000001088e-01,1.293537876410936170e-02,1.293537876410936249e+01,1.133992406978819645e+03,-1.427256943648913534e+01,-1.133992406978819645e+03,-1.875050922460701486e-01,8.089248152403023084e+00
6.219999999999999973e-01,3.110000000000001097e-01,1.274666262080069619e-02,1.274666262080069679e+01,1.112014694503172450e+03,-1.408385329318047141e+01,-1.112014694503172450e+03,-1.899994988637478954e-01,7.877319234418132865e+00
6.239999999999999991e-01,3.120000000000001106e-01,1.255537976638186615e-02,1.255537976638186670e+01,1.090508680640203238e+03,-1.389257043876164133e+01,-1.090508680640203238e+03,-1.926111944975952284e-01,7.666666739549575560e+00
6.260000000000000009e-01,3.130000000000001670e-01,1.236144023180549452e-02,1.236144023180549389e+01,1.069089111670554303e+03,-1.369863090418526852e+01,-1.069089111670554303e+03,-1.953005518598809331e-01,7.457251031818886489e+00
6.280000000000000027e-01,3.140000000000001679e-01,1.216477866266209296e-02,1.216477866266209240e+01,1.047526574208011880e+03,-1.350196933504186703e+01,-1.047526574208011880e+03,-1.980627163205284091e-01,7.249122538551262096e+00
6.300000000000000044e-01,3.150000000000001688e-01,1.196531479916443722e-02,1.196531479916443708e+01,1.025816691129517039e+03,-1.330250547154421170e+01,-1.025816691129517039e+03,-2.008865838299556117e-01,7.042343994443899469e+00
